tag_id,tag_name,appid,name,overall_rating_bin,steam_score_desc,steam_score_desc_ko,overall_positive_review_percent,search_total_reviews,korean_reviews,korean_positive_percent,search_rank,search_sort,tag_names
4106,Action-Adventure,209000,Batman™: Arkham Origins,Very Positive,Very Positive,매우 긍정적,89.0,21129,838,83.65,407,Reviews_ASC,Action-Adventure
1667,Horror,1304930,The Outlast Trials,Very Positive,Very Positive,매우 긍정적,94.0,39522,828,89.37,37,Reviews_ASC,"Action-Adventure,Horror"
1667,Horror,501300,What Remains of Edith Finch,Very Positive,Very Positive,매우 긍정적,94.0,17891,806,87.22,208,Reviews_DESC,Horror
1667,Horror,418460,Rising Storm 2: Vietnam,Very Positive,Very Positive,매우 긍정적,89.0,26681,770,75.84,538,Reviews_ASC,Horror
4106,Action-Adventure,894020,Death's Door,Very Positive,Very Positive,매우 긍정적,93.0,10431,769,93.37,438,_ASC,Action-Adventure
4106,Action-Adventure,2909400,FINAL FANTASY VII REBIRTH,Very Positive,Very Positive,매우 긍정적,80.0,11776,768,70.7,132,Reviews_ASC,Action-Adventure
4106,Action-Adventure,48190,Assassin’s Creed® Brotherhood,Very Positive,Very Positive,매우 긍정적,86.0,8967,761,89.62,215,Reviews_ASC,Action-Adventure
1667,Horror,10090,Call of Duty: World at War,Very Positive,Very Positive,매우 긍정적,92.0,33287,760,92.63,117,Reviews_ASC,Horror
1667,Horror,47780,Dead Space™ 2,Very Positive,Very Positive,매우 긍정적,93.0,11649,732,94.54,403,Reviews_ASC,Horror
1667,Horror,214490,Alien: Isolation,Very Positive,Very Positive,매우 긍정적,92.0,26314,727,90.23,122,Reviews_ASC,Horror
4106,Action-Adventure,2420110,Horizon Forbidden West™ Complete Edition,Very Positive,Very Positive,매우 긍정적,88.0,10647,723,81.6,166,Reviews_ASC,Action-Adventure
4106,Action-Adventure,17410,Mirror's Edge™,Very Positive,Very Positive,매우 긍정적,86.0,15001,704,84.66,464,Reviews_ASC,Action-Adventure
1667,Horror,870780,CONTROL Ultimate Edition,Very Positive,Very Positive,매우 긍정적,88.0,24528,702,72.65,112,Reviews_ASC,Horror
1667,Horror,480490,Prey,Very Positive,Very Positive,매우 긍정적,91.0,21930,656,83.08,698,Reviews_ASC,Horror
1667,Horror,495420,State of Decay 2: Juggernaut Edition,Very Positive,Very Positive,매우 긍정적,86.0,21526,644,76.24,194,Reviews_ASC,Horror
1667,Horror,319510,Five Nights at Freddy's,Very Positive,Very Positive,매우 긍정적,93.0,33040,638,89.66,164,Reviews_ASC,Horror
1667,Horror,1549970,Aliens: Fireteam Elite,Very Positive,Very Positive,매우 긍정적,82.0,14142,618,71.36,153,Reviews_ASC,Horror
1667,Horror,1966900,20 Minutes Till Dawn,Very Positive,Very Positive,매우 긍정적,92.0,12702,613,89.89,529,Reviews_ASC,Horror
1667,Horror,17470,Dead Space (2008),Very Positive,Very Positive,매우 긍정적,90.0,11909,600,90.67,562,_ASC,Horror
1667,Horror,2124490,SILENT HILL 2,Very Positive,Very Positive,매우 긍정적,94.0,22628,596,81.38,131,Reviews_ASC,"Action-Adventure,Horror"
4106,Action-Adventure,609320,FAR: Lone Sails,Very Positive,Very Positive,매우 긍정적,94.0,8835,590,89.32,108,Reviews_DESC,Action-Adventure
4106,Action-Adventure,967050,Pacify,Very Positive,Very Positive,매우 긍정적,87.0,11113,590,79.83,164,Reviews_ASC,Action-Adventure
4106,Action-Adventure,1657630,Slime Rancher 2,Very Positive,Very Positive,매우 긍정적,94.0,23240,588,80.95,74,Reviews_ASC,Action-Adventure
1667,Horror,3097560,Liar's Bar,Very Positive,Very Positive,매우 긍정적,89.0,14996,588,89.29,38,Reviews_ASC,Horror
1667,Horror,2531310,The Last of Us™ Part II Remastered,Very Positive,Very Positive,매우 긍정적,91.0,13293,574,71.08,69,Reviews_ASC,"Action-Adventure,Horror"
1667,Horror,254700,Resident Evil 4 (2005),Very Positive,Very Positive,매우 긍정적,93.0,25828,559,81.75,641,Reviews_DESC,Horror
4106,Action-Adventure,1088850,Marvel's Guardians of the Galaxy,Very Positive,Very Positive,매우 긍정적,93.0,18571,539,85.53,213,Reviews_ASC,Action-Adventure
1667,Horror,21690,Resident Evil 5,Very Positive,Very Positive,매우 긍정적,84.0,17533,525,81.33,81,Reviews_ASC,Horror
1667,Horror,617290,Remnant: From the Ashes,Very Positive,Very Positive,매우 긍정적,86.0,24185,513,82.46,759,Reviews_ASC,Horror
4106,Action-Adventure,1150440,Aliens: Dark Descent,Very Positive,Very Positive,매우 긍정적,88.0,9127,510,82.94,216,Reviews_ASC,Action-Adventure
4106,Action-Adventure,2947440,SILENT HILL f,Very Positive,Very Positive,매우 긍정적,81.0,8625,495,67.68,121,Reviews_ASC,Action-Adventure
1667,Horror,953490,CARRION,Very Positive,Very Positive,매우 긍정적,94.0,15925,487,85.63,434,Reviews_ASC,Horror
4106,Action-Adventure,1029690,Sniper Elite 5,Very Positive,Very Positive,매우 긍정적,84.0,10732,479,79.75,217,Reviews_ASC,Action-Adventure
1667,Horror,414340,Hellblade: Senua's Sacrifice,Very Positive,Very Positive,매우 긍정적,90.0,28469,475,76.42,375,Reviews_ASC,"Action-Adventure,Horror"
4106,Action-Adventure,584400,Sonic Mania,Very Positive,Very Positive,매우 긍정적,93.0,13933,441,92.97,329,Reviews_ASC,Action-Adventure
4106,Action-Adventure,1237320,Sonic Frontiers,Very Positive,Very Positive,매우 긍정적,90.0,15617,437,83.3,271,Reviews_ASC,Action-Adventure
4106,Action-Adventure,553420,TUNIC,Very Positive,Very Positive,매우 긍정적,91.0,9889,431,85.61,243,Reviews_ASC,Action-Adventure
4106,Action-Adventure,1790600,DRAGON BALL: Sparking! ZERO,Very Positive,Very Positive,매우 긍정적,87.0,28584,422,80.33,39,Reviews_ASC,Action-Adventure
4106,Action-Adventure,228280,Baldur's Gate: Enhanced Edition,Very Positive,Very Positive,매우 긍정적,92.0,9296,397,88.92,337,Reviews_ASC,Action-Adventure
1667,Horror,332800,Five Nights at Freddy's 2,Very Positive,Very Positive,매우 긍정적,93.0,14043,389,93.06,213,Reviews_ASC,Horror
1667,Horror,42700,Call of Duty®: Black Ops,Very Positive,Very Positive,매우 긍정적,90.0,14601,387,91.73,235,Reviews_ASC,Horror
4106,Action-Adventure,3768760,007 First Light,Very Positive,Very Positive,매우 긍정적,91.0,11612,381,87.93,1,Reviews_ASC,Action-Adventure
4106,Action-Adventure,19680,Alice: Madness Returns,Very Positive,Very Positive,매우 긍정적,88.0,10758,380,83.16,357,Reviews_ASC,Action-Adventure
1667,Horror,304240,Resident Evil,Very Positive,Very Positive,매우 긍정적,91.0,12626,374,81.82,125,Reviews_ASC,Horror
4106,Action-Adventure,3041230,Windrose,Very Positive,Very Positive,매우 긍정적,88.0,25438,345,78.26,16,Reviews_ASC,Action-Adventure
1667,Horror,1703340,The Stanley Parable: Ultra Deluxe,Very Positive,Very Positive,매우 긍정적,94.0,23798,341,86.8,185,_ASC,Horror
1667,Horror,686060,Mewgenics,Very Positive,Very Positive,매우 긍정적,91.0,26852,325,87.38,90,Reviews_ASC,Horror
1667,Horror,383870,Firewatch,Very Positive,Very Positive,매우 긍정적,89.0,55770,321,83.18,585,Reviews_ASC,Horror
1667,Horror,622650,Bendy and the Ink Machine,Very Positive,Very Positive,매우 긍정적,88.0,11863,318,80.19,329,Reviews_ASC,Horror
1667,Horror,202970,Call of Duty®: Black Ops II,Very Positive,Very Positive,매우 긍정적,84.0,12379,316,82.59,225,Reviews_ASC,Horror
1667,Horror,871720,Ultimate Custom Night,Very Positive,Very Positive,매우 긍정적,94.0,31651,300,90.33,642,Reviews_DESC,Horror
