appid,name,tag_id,tag_name,overall_rating_bin,steam_score_desc,steam_score_desc_ko,overall_positive_review_percent,search_total_reviews,korean_reviews,korean_positive_percent,search_rank,search_sort,review_score_desc,priority
212680,FTL: Faster Than Light,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.13,46410,1722,94.43,573,Reviews_ASC,Overwhelmingly Positive,174
1336490,Against the Storm,9,Strategy,Very Positive,Very Positive,매우 긍정적,94.63,18438,1591,94.91,81,Reviews_ASC,Very Positive,175
346010,Besiege,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.21,22981,1462,93.37,164,Reviews_DESC,Overwhelmingly Positive,176
2592160,Dispatch,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.6,103945,1132,96.2,12,Reviews_ASC,Overwhelmingly Positive,177
220200,Kerbal Space Program,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.5,80873,1073,95.62,161,Reviews_DESC,Overwhelmingly Positive,178
610370,Desperados III,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.51,4311,1054,97.34,97,Reviews_DESC,Overwhelmingly Positive,179
531510,Just Shapes & Beats,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.65,13137,1042,96.83,44,Reviews_DESC,Overwhelmingly Positive,180
3862670,Shelldiver,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,98.81,3611,1029,99.32,8,Reviews_DESC,Overwhelmingly Positive,181
636480,Ravenfield,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.74,45717,975,96.31,84,Reviews_DESC,Overwhelmingly Positive,182
1127500,Mini Motorways,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.27,15718,930,96.13,89,Reviews_DESC,Overwhelmingly Positive,183
3590,Plants vs. Zombies GOTY Edition,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.69,42122,887,92.22,37,Reviews_DESC,Overwhelmingly Positive,184
2666510,Rusty's Retirement,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.83,6476,779,96.92,95,Reviews_DESC,Overwhelmingly Positive,185
1062090,Timberborn,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.95,23025,762,94.62,104,Reviews_ASC,Overwhelmingly Positive,186
287980,Mini Metro,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.07,6960,663,95.02,172,Reviews_DESC,Overwhelmingly Positive,187
1012880,60 Seconds! Reatomized,9,Strategy,Very Positive,Very Positive,매우 긍정적,94.4,5205,633,92.73,234,Reviews_ASC,Very Positive,188
1454400,Cookie Clicker,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.46,52956,609,95.73,83,Reviews_DESC,Overwhelmingly Positive,189
602960,Barotrauma,9,Strategy,Very Positive,Very Positive,매우 긍정적,94.01,27992,539,87.94,156,Reviews_ASC,Very Positive,190
10,Counter-Strike,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.41,34768,538,93.31,79,Reviews_DESC,Overwhelmingly Positive,191
1599600,PlateUp!,9,Strategy,Very Positive,Very Positive,매우 긍정적,94.75,12090,526,94.87,240,Reviews_ASC,Very Positive,192
3164500,Schedule I,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.86,192109,508,94.29,29,Reviews_DESC,Overwhelmingly Positive,193
1366540,Dyson Sphere Program,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.49,24395,486,98.15,39,Reviews_DESC,Overwhelmingly Positive,194
1062160,Poly Bridge 2,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.1,4489,403,92.8,180,Reviews_DESC,Overwhelmingly Positive,195
2060160,The Farmer Was Replaced,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.74,3746,397,94.71,120,Reviews_ASC,Overwhelmingly Positive,196
2239150,Thronefall,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.22,10760,395,95.7,90,Reviews_DESC,Overwhelmingly Positive,197
341800,Keep Talking and Nobody Explodes,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.31,8013,383,96.08,49,Reviews_DESC,Overwhelmingly Positive,198
2185060,Two Point Museum,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.55,4667,361,92.8,71,Reviews_ASC,Overwhelmingly Positive,199
1455840,Dorfromantik,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.37,15535,329,90.58,88,Reviews_DESC,Overwhelmingly Positive,200
1318690,shapez,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.96,8262,323,95.67,616,_ASC,Overwhelmingly Positive,201
4700,Total War: MEDIEVAL II – Definitive Edition,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.65,16694,307,93.16,168,Reviews_DESC,Overwhelmingly Positive,202
246420,Kingdom Rush  - Tower Defense,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.26,4543,293,96.59,50,Reviews_DESC,Overwhelmingly Positive,203
1239080,Door Kickers 2: Task Force North,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.08,7739,290,94.83,96,Reviews_DESC,Overwhelmingly Positive,204
3265700,Vampire Crawlers: The Turbo Wildcard from Vampire Survivors,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.36,7638,268,91.79,42,Reviews_ASC,Overwhelmingly Positive,205
1046030,ISLANDERS,9,Strategy,Very Positive,Very Positive,매우 긍정적,94.45,10204,260,90.0,592,Reviews_DESC,Very Positive,206
1102190,Monster Train,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,95.88,12213,258,93.8,170,Reviews_DESC,Overwhelmingly Positive,207
2162800,shapez 2 - Factory,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,97.32,8410,254,95.28,52,Reviews_DESC,Overwhelmingly Positive,208
2795000,The WereCleaner,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,99.41,8155,226,99.12,1,Reviews_DESC,Overwhelmingly Positive,209
3320,Insaniquarium Deluxe,9,Strategy,Overwhelmingly Positive,Overwhelmingly Positive,압도적으로 긍정적,96.83,4754,222,85.14,107,Reviews_DESC,Overwhelmingly Positive,210
