tag_id,tag_name,appid,name,overall_rating_bin,steam_score_desc,steam_score_desc_ko,overall_positive_review_percent,search_total_reviews,korean_reviews,korean_positive_percent,search_rank,search_sort
9,Strategy,427730,Who's Your Daddy?!,Very Positive,Very Positive,매우 긍정적,82.0,16730,240,67.08,428,Reviews_ASC
9,Strategy,3097560,Liar's Bar,Very Positive,Very Positive,매우 긍정적,89.0,14996,588,89.29,52,Reviews_ASC
9,Strategy,365360,Battle Brothers,Very Positive,Very Positive,매우 긍정적,89.0,14862,812,91.13,153,Reviews_ASC
9,Strategy,16900,GROUND BRANCH,Very Positive,Very Positive,매우 긍정적,88.0,14274,479,83.3,607,Reviews_ASC
9,Strategy,728880,Overcooked! 2,Very Positive,Very Positive,매우 긍정적,93.0,14267,4718,95.21,30,Reviews_ASC
9,Strategy,371660,Far Cry® Primal,Very Positive,Very Positive,매우 긍정적,85.0,14145,872,75.8,548,Reviews_ASC
9,Strategy,332800,Five Nights at Freddy's 2,Very Positive,Very Positive,매우 긍정적,93.0,14043,389,93.06,405,Reviews_ASC
9,Strategy,203140,Hitman: Absolution™,Very Positive,Very Positive,매우 긍정적,88.0,13801,661,86.23,769,Reviews_ASC
9,Strategy,568220,Lobotomy Corporation | Monster Management Simulation,Very Positive,Very Positive,매우 긍정적,93.0,13561,9526,89.71,75,Reviews_ASC
9,Strategy,2679460,Metaphor: ReFantazio,Very Positive,Very Positive,매우 긍정적,92.0,13351,1521,91.06,169,Reviews_ASC
9,Strategy,325610,Total War: ATTILA,Very Positive,Very Positive,매우 긍정적,80.0,13303,679,86.3,301,Reviews_ASC
9,Strategy,1527950,Wartales,Very Positive,Very Positive,매우 긍정적,85.0,13284,1857,91.28,43,Reviews_ASC
9,Strategy,1568590,Goose Goose Duck,Very Positive,Very Positive,매우 긍정적,90.0,12997,4125,90.55,117,Reviews_ASC
9,Strategy,535930,Two Point Hospital,Very Positive,Very Positive,매우 긍정적,93.0,12587,565,90.8,357,Reviews_ASC
9,Strategy,429050,Feed and Grow: Fish,Very Positive,Very Positive,매우 긍정적,80.0,12568,1346,76.3,129,Reviews_ASC
9,Strategy,1049590,Eternal Return,Very Positive,Very Positive,매우 긍정적,80.0,12507,35289,75.05,6,Reviews_ASC
9,Strategy,590380,Into the Breach,Very Positive,Very Positive,매우 긍정적,93.0,12455,461,95.44,796,_ASC
9,Strategy,10500,Total War: EMPIRE – Definitive Edition,Very Positive,Very Positive,매우 긍정적,89.0,12227,266,86.09,547,Reviews_ASC
9,Strategy,3314790,CloverPit,Very Positive,Very Positive,매우 긍정적,90.0,11821,1519,88.02,34,Reviews_ASC
9,Strategy,527230,For The King,Very Positive,Very Positive,매우 긍정적,88.0,11594,2311,91.95,189,Reviews_ASC
9,Strategy,373420,Divinity: Original Sin - Enhanced Edition,Very Positive,Very Positive,매우 긍정적,86.0,11568,495,87.27,363,Reviews_ASC
