appid,name,release_date,developers,publishers,genres,categories,price_overview,metacritic_score,is_free,required_age,short_description,header_image,metadata_source,crawled_at
1142710,토탈워: 워해머 3,2022년 2월 16일,"[""CREATIVE ASSEMBLY"", ""Feral Interactive""]","[""SEGA"", ""Feral Interactive""]","[""액션"", ""전략""]","[""싱글 플레이어"", ""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""LAN PvP"", ""협동"", ""온라인 협동"", ""LAN 협동"", ""Steam 도전 과제"", ""Steam 트레이딩 카드"", ""카메라 움직임 조정"", ""색상 대체"", ""음량 개별 조절"", ""난이도 조정"", ""퀵타임 이벤트 없이 플레이 가능"", ""수시 저장"", ""스테레오 사운드"", ""서라운드 사운드"", ""Steam Cloud"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 6000000, ""final_formatted"": ""₩ 60,000"", ""initial"": 6000000, ""initial_formatted"": """"}",86.0,False,0.0,Total War: WARHAMMER 3부작의 격렬한 결말이 도래했습니다. 병력을 결집하여 혼돈의 영역에 발들이십시오. 정신을 농락하는 이 공포의 공간에서 세상의 운명이 결정될 것입니다. 자신의 악마를 정복하시겠습니까… 아니면 뜻대로 부리시겠습니까?,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1142710/header.jpg?t=1779441058,appdetails,2026-06-07T01:16:03+00:00
2827200,미메시스,2025년 10월 27일,"[""ReLU Games, Inc.""]","[""ReLU Games, Inc."", ""KRAFTON, Inc.""]","[""액션"", ""어드벤처"", ""캐주얼"", ""인디"", ""앞서 해보기""]","[""멀티플레이어"", ""협동"", ""온라인 협동"", ""컨트롤러 완벽 지원"", ""Steam Cloud"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 1100000, ""final_formatted"": ""₩ 11,000"", ""initial"": 1100000, ""initial_formatted"": """"}",,False,0.0,4인의 플레이어가 함께하는 생존 공포 게임. 저주받은 비가 내리면 동료를 완벽히 흉내 내는 '미메시스'가 등장해 이제껏 경험하지 못했던 새로운 차원의 긴장감을 제공합니다.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2827200/8a2a6edc97fbf23ea6941974bdf4ed9a6ab34eb4/header.jpg?t=1780634032,appdetails,2026-06-07T01:16:03+00:00
2479810,그레이 존 워페어,2024년 4월 30일,"[""MADFINGER Games, a.s.""]","[""MADFINGER Games, a.s.""]","[""액션"", ""대규모 멀티플레이어"", ""시뮬레이션"", ""앞서 해보기""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""색상 대체"", ""음량 개별 조절"", ""퀵타임 이벤트 없이 플레이 가능"", ""스테레오 사운드"", ""서라운드 사운드""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 4800000, ""final_formatted"": ""₩ 48,000"", ""initial"": 4800000, ""initial_formatted"": """"}",,False,0.0,"격리된 동남아의 섬에서 펼쳐지는 이 PvE 중심의 하이리스크 오픈월드 전술 슈팅 게임에 뛰어드세요. 세력 간 전쟁으로 갈가리 찢긴 섬에 투입된 정예 요원으로서 솔로로 또는 분대와 함께 임무를 수행하고, 평판을 쌓고, 분쟁에 불을 지핀 사건의 진실을 추적하게 됩니다.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2479810/433e68e9e926f24673ee138e28d0a84cac90c71f/header_koreana.jpg?t=1776944378,appdetails,2026-06-07T01:16:03+00:00
835570,컨커러스 블레이드,2020년 4월 5일,"[""Booming Tech""]","[""Poros Interactive"", ""Booming Tech""]","[""액션"", ""대규모 멀티플레이어"", ""RPG"", ""전략"", ""무료 플레이""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""앱 내 구매""]",,,True,0.0,"다양한 문명의 고대 전장에서 장군의 꿈을 이루세요! 《컨커러스 블레이드》에서 다양한 문명의 병력을 이끌고 동맹군과 함께 수천명이 동시에 등장하는 습격 대전을 펼치며, 다채로운 문명 고전장에 압도당할 준비를 하세요.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/835570/8b6fe6ceb8cb642fd209a5cab6a37dc3128e607b/header_koreana.jpg?t=1779764579,appdetails,2026-06-07T01:16:03+00:00
2456740,inZOI (인조이),2025년 3월 27일,"[""inZOI Studio""]","[""KRAFTON, Inc.""]","[""어드벤처"", ""캐주얼"", ""시뮬레이션"", ""앞서 해보기""]","[""싱글 플레이어"", ""컨트롤러 일부 지원"", ""Steam Cloud"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 4480000, ""final_formatted"": ""₩ 44,800"", ""initial"": 4480000, ""initial_formatted"": """"}",,False,0.0,"&quot;Every life becomes a story&quot; 원하는 대로 '조이'들의 삶을 조작하고 지켜보며 자신만의 이야기를 만들어보세요. 자유롭고 손쉬운 커스터마이징으로 캐릭터와 건축 등 꿈꾸던 삶의 모습을 창조하고, 디테일한 시뮬레이션 속에서 발생하는 다양한 사건을 마주하며 삶의 희로애락을 경험할 수 있습니다.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2456740/89acee5c3d965af802002617d6c130e5e03bd240/header.jpg?t=1777449358,appdetails,2026-06-07T01:16:03+00:00
1407200,World of Tanks,2021년 4월 28일,"[""Wargaming Group Limited""]","[""Wargaming Group Limited""]","[""액션"", ""대규모 멀티플레이어"", ""시뮬레이션"", ""무료 플레이""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""Steam 도전 과제"", ""Steam 트레이딩 카드"", ""앱 내 구매"", ""색상 대체"", ""음량 개별 조절"", ""퀵타임 이벤트 없이 플레이 가능"", ""스테레오 사운드"", ""서라운드 사운드""]",,80.0,True,0.0,"월드 오브 탱크는 전차 유형과 역할에 따라 매우 다양한 게임 플레이를 즐길 수 있는 전술 액션 게임입니다. 일반적인 PvP 외에도 경쟁 모드와 클랜 기반 모드, 특별 PvE 및 PvPvE 이벤트 등 다양한 콘텐츠가 준비되어 있습니다. 전장을 지배하든 재미를 추구하든 원하는 방식으로 전투를 즐겨 보십시오.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1407200/819fc92f7ddb96ef10792a6d72382c5b814d671a/header.jpg?t=1779992736,appdetails,2026-06-07T01:16:03+00:00
2221490,Tom Clancy’s The Division® 2,2023년 1월 12일,"[""Ubisoft""]","[""Ubisoft""]","[""액션"", ""어드벤처"", ""RPG""]","[""싱글 플레이어"", ""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""캡션 이용 가능"", ""앱 내 구매"", ""컨트롤러 일부 지원"", ""HDR 사용 가능""]","{""currency"": ""KRW"", ""discount_percent"": 75, ""final"": 850000, ""final_formatted"": ""₩ 8,500"", ""initial"": 3400000, ""initial_formatted"": ""₩ 34,000""}",84.0,False,18.0,"오픈 월드 택티컬 슈팅 게임인 더 디비전을 소개합니다. 치열한 엄폐 기반 총격전에 돌입하고, 친구와 협동하고, 궁극의 요원을 양성하여 워싱턴 D.C.를 구하세요.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2221490/header.jpg?t=1778172597,appdetails,2026-06-07T01:16:03+00:00
1085660,데스티니 가디언즈,2019년 10월 1일,"[""Bungie""]","[""Bungie""]","[""액션"", ""어드벤처"", ""무료 플레이""]","[""싱글 플레이어"", ""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""앱 내 구매"", ""색상 대체"", ""음량 개별 조절"", ""자막 옵션"", ""컨트롤러 일부 지원""]",,83.0,True,0.0,데스티니 가디언즈는 끝없이 진화하는 하나의 세계에서 플레이하는 액션 MMO입니다. 언제 어디서든 친구들과 함께 무료로 플레이하세요.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1085660/header_koreana.jpg?t=1765904462,appdetails,2026-06-07T01:16:03+00:00
529340,Victoria 3,2022년 10월 25일,"[""Paradox Development Studio""]","[""Paradox Interactive""]","[""시뮬레이션"", ""전략""]","[""싱글 플레이어"", ""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""크로스 플랫폼 멀티플레이어"", ""Steam 도전 과제"", ""Steam 창작마당"", ""색상 대체"", ""음량 개별 조절"", ""난이도 조정"", ""키보드 전용 옵션"", ""마우스 전용 옵션"", ""퀵타임 이벤트 없이 플레이 가능"", ""수시 저장"", ""스테레오 사운드"", ""서라운드 사운드"", ""Steam Cloud"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 5500000, ""final_formatted"": ""₩ 55,000"", ""initial"": 5500000, ""initial_formatted"": """"}",,False,0.0,Paradox Development Studio가 흥미진진한 격변의 19세기 속에서 나만의 이상 사회를 만들 수 있는 세계로 여러분을 초대합니다. Paradox 역사상 최고의 기대를 받고 있는 게임 중 하나인 Victoria 3에서 사회 내 상충하는 다양한 이해관계를 조정하고 눈부신 역사를 만들어보세요.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/529340/header.jpg?t=1777914005,appdetails,2026-06-07T01:16:03+00:00
766570,Russian Fishing 4,2021년 11월 10일,"[""FishSoft LLC""]","[""FishSoft LLC""]","[""어드벤처"", ""캐주얼"", ""대규모 멀티플레이어"", ""RPG"", ""시뮬레이션"", ""스포츠"", ""무료 플레이""]","[""싱글 플레이어"", ""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""Steam 도전 과제"", ""앱 내 구매"", ""통계""]",,,True,0.0,러시안 낚시 4는 RPG 요소가 있는 낚시 시뮬레이터입니다. 스토리 라인은 없으며 전체 과정은 개방적이고 자유롭게 돌아다닐 수 있으며 게임을 플레이할 수 있다는 개념을 기반으로 합니다.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/766570/header.jpg?t=1752656375,appdetails,2026-06-07T01:16:03+00:00
3609080,스타세이비어,2025년 12월 10일,"[""Studiobside""]","[""Studiobside""]","[""RPG"", ""시뮬레이션"", ""전략"", ""무료 플레이""]","[""싱글 플레이어"", ""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""크로스 플랫폼 멀티플레이어"", ""앱 내 구매""]",,,True,15.0,"별이 깃든 구원자 육성담, 스타세이비어",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3609080/e2601b8f08af778847a964c321f5354bce21ad1e/header.jpg?t=1779090827,appdetails,2026-06-07T01:16:03+00:00
625960,Stoneshard,2020년 2월 6일,"[""Ink Stains Games""]","[""HypeTrain Digital""]","[""어드벤처"", ""인디"", ""RPG"", ""전략"", ""앞서 해보기""]","[""싱글 플레이어"", ""Steam 도전 과제"", ""캡션 이용 가능"", ""Steam Cloud"", ""Remote Play 휴대전화"", ""Remote Play 태블릿"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 2400000, ""final_formatted"": ""₩ 24,000"", ""initial"": 2400000, ""initial_formatted"": """"}",,False,0.0,"Stoneshard is a hardcore turn-based RPG about the harsh life of a medieval mercenary: travel with your own caravan, descend into procedurally generated dungeons, learn new skills, survive hunger and injuries - and remember, every mistake can mean death and loss of progress.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/625960/1603548a766b4cd4f94239cf3d4bd7d3616f2d2a/header.jpg?t=1780385918,appdetails,2026-06-07T01:16:03+00:00
934700,Dead Island 2,2024년 4월 22일,"[""Dambuster Studios""]","[""Deep Silver""]","[""액션"", ""어드벤처""]","[""싱글 플레이어"", ""멀티플레이어"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""컨트롤러 완벽 지원"", ""Steam 트레이딩 카드"", ""텍스트 크기 조정"", ""카메라 움직임 조정"", ""음량 개별 조절"", ""난이도 조정"", ""키보드 전용 옵션"", ""스테레오 사운드"", ""자막 옵션"", ""Steam Cloud"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 80, ""final"": 1014000, ""final_formatted"": ""₩ 10,140"", ""initial"": 5070000, ""initial_formatted"": ""₩ 50,700""}",,False,18.0,"Dead Island 2는 개성 있는 호러와 다크한 유머, 클래스가 다른 좀비 킬링으로 무장한, 스릴 넘치는 1인칭 액션 RPG입니다. 좀비 감염이 흘러넘치며 고어로 흠뻑 젖은 로스앤젤레스의 관광 명소들을 탐험해보세요. 매력적인 캐릭터들을 만나고, 다양한 무기와 모드, 스킬로 무장한 뒤, 피와 살점이 흩날리는 디테일을 만끽하며 수많은 적들을 썰어보세요.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/934700/header.jpg?t=1761231459,appdetails,2026-06-07T01:16:03+00:00
1282270,Strinova,2024년 11월 21일,"[""iDreamSky""]","[""iDreamSky""]","[""액션"", ""대규모 멀티플레이어"", ""무료 플레이""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""크로스 플랫폼 멀티플레이어"", ""Steam 트레이딩 카드"", ""캡션 이용 가능"", ""앱 내 구매""]",,,True,0.0,스트리노바는 애니메이션 스타일 3인칭 대전 슈팅 게임입니다. 3차원과 2차원을 자유롭게 넘나들며 다른 게임과 차별화된 스트리노바의 독특한 전투 시스템과 박진감 넘치는 플레이를 경험해 보세요.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1282270/0c161c5055d92ad260a0ade7ff68301163def869/header.jpg?t=1779331382,appdetails,2026-06-07T01:16:03+00:00
1151340,Fallout 76,2020년 4월 14일,"[""Bethesda Game Studios""]","[""Bethesda Softworks""]","[""RPG""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""앱 내 구매"", ""음성 채팅 텍스트 변환"", ""퀵타임 이벤트 없이 플레이 가능"", ""스테레오 사운드"", ""서라운드 사운드"", ""컨트롤러 일부 지원"", ""Remote Play 태블릿""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 4450000, ""final_formatted"": ""₩ 44,500"", ""initial"": 4450000, ""initial_formatted"": """"}",,False,18.0,"Bethesda Game Studios에서 여러분을 Fallout 76으로 초대합니다. 폭탄이 떨어지고 25년이 지난 뒤, 볼트 거주자들과 당신은 핵전쟁 이후의 미국에 모습을 드러냈습니다. Fallout 스토리와 이어지는 오픈월드 멀티플레이 게임에서 광활한 황무지를 탐험해 보세요.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1151340/0bd68f952d2abb58a5710964b97f56584ef49f4d/header.jpg?t=1780499265,appdetails,2026-06-07T01:16:03+00:00
444200,World of Tanks Blitz,2016년 11월 9일,"[""Wargaming Group Limited""]","[""Wargaming Group Limited""]","[""액션"", ""대규모 멀티플레이어"", ""시뮬레이션"", ""전략"", ""무료 플레이""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""크로스 플랫폼 멀티플레이어"", ""Steam 트레이딩 카드"", ""앱 내 구매"", ""카메라 움직임 조정"", ""색상 대체"", ""음량 개별 조절"", ""수시 저장"", ""스테레오 사운드"", ""터치 전용 옵션""]",,,True,0.0,"무료 온라인 7대7 전차 슈팅 게임에서 적 전차 포탑과 함께 스트레스도 날려보십시오! 박물관에나 있을 법한 고전부터 ‘정말 실제로 존재했나?’ 스페셜까지, 수백 대 전차를 직접 운용하고, 쇳덩이가 난무하는 5~7분의 빠른 난투전을 즐겨보십시오. 혼자 플레이하거나 친구와 팀을 이루어 즐길 수도 있으며, 그리 높지 않은 사양에서도 부드러운 액션을 즐길 수 있습니다.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444200/bd64dd64069d31a55e803ca181f4e1b6df7c9ae5/header.jpg?t=1779384119,appdetails,2026-06-07T01:16:03+00:00
916440,Anno 1800,2019년 4월 16일,"[""Ubisoft Mainz""]","[""Ubisoft""]","[""시뮬레이션"", ""전략""]","[""싱글 플레이어"", ""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""Steam 트레이딩 카드"", ""캡션 이용 가능""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 6500000, ""final_formatted"": ""₩ 65,000"", ""initial"": 6500000, ""initial_formatted"": """"}",81.0,False,0.0,"Anno 1800™ – 산업 혁명을 주도하라! 바야흐로 산업화가 태동하는 시대입니다. 당신이 어떤 길을 선택하는가에 따라 세계는 달라집니다. 혁신에 매진할 것인가, 아니면 노동자를 착취할 것인가? 정복을 추구할 것인가, 아니면 자유를 중시할 것인가? 격변하는 시기에 어떻게 세상에 이름을 떨치고 싶은지 스스로 결정하십시오",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/916440/header.jpg?t=1778771290,appdetails,2026-06-07T01:16:03+00:00
594650,Hunt: Showdown 1896,2019년 8월 27일,"[""Crytek""]","[""Crytek""]","[""액션""]","[""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""컨트롤러 완벽 지원"", ""Steam 트레이딩 카드"", ""앱 내 구매"", ""Steam 순위표"", ""Remote Play 태블릿"", ""Remote Play TV""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 3670000, ""final_formatted"": ""₩ 36,700"", ""initial"": 3670000, ""initial_formatted"": """"}",81.0,False,19.0,Hunt: Showdown 1896은 탈출 슈팅 장르의 새로운 시대를 여는 중독적이고 가차없는 게임입니다. 역사에서 잊혀진 타락한 벽지에서 혼자 또는 친구들과 함께 시간을 초월한 악에 맞서 싸우세요. 뒤틀린 괴물과 다른 무자비한 헌터들을 넘어서야만 현상금을 손에 넣을 수 있습니다. 헌트가 당신을 집어삼키는 동안 모든 것을 거세요.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/594650/header.jpg?t=1780662152,appdetails,2026-06-07T01:16:03+00:00
1361210,"Warhammer 40,000: Darktide",2022년 11월 30일,"[""Fatshark""]","[""Fatshark""]","[""액션"", ""어드벤처"", ""RPG""]","[""멀티플레이어"", ""협동"", ""온라인 협동"", ""크로스 플랫폼 멀티플레이어"", ""Steam 도전 과제"", ""캡션 이용 가능"", ""앱 내 구매"", ""컨트롤러 일부 지원"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 4400000, ""final_formatted"": ""₩ 44,000"", ""initial"": 4400000, ""initial_formatted"": """"}",,False,0.0,"이 격렬하고 잔혹한 액션 슈팅 게임에서 피에 굶주린 적들로부터 테르티움을 되찾으세요. Warhammer 40,000: Darktide는 Vermintide 시리즈로 상을 받은 팀이 선보이는 새로운 협동 중심의 경험입니다. 테르티움이 몰락하면 이교도들이 일어날 것입니다.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1361210/823afb4d91176057a1014947e5d49032dd094b11/header_alt_assets_19.jpg?t=1780585162,appdetails,2026-06-07T01:16:03+00:00
440900,Conan Exiles Enhanced,2018년 5월 8일,"[""Funcom"", ""Inflexion Games""]","[""Funcom""]","[""액션"", ""어드벤처"", ""대규모 멀티플레이어"", ""RPG"", ""시뮬레이션"", ""전략""]","[""싱글 플레이어"", ""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""컨트롤러 완벽 지원"", ""Steam 트레이딩 카드"", ""Steam 창작마당"", ""Remote Play 태블릿"", ""Remote Play TV"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 4500000, ""final_formatted"": ""₩ 45,000"", ""initial"": 4500000, ""initial_formatted"": """"}",,False,0.0,"Conan Exiles Enhanced는 하이보리아의 신화적인 땅을 배경으로 하는 오픈 월드 생존 게임으로, 이제 놀라운 시각 효과와 함께 언리얼 엔진 5로 완전히 업그레이드되었습니다. 모험이 넘치는 세계에서 혼자 또는 친구들과 함께 생존하고, 건설하고, 지배하세요!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/440900/header.jpg?t=1778144715,appdetails,2026-06-07T01:16:03+00:00
761890,알비온 온라인,2018년 5월 16일,"[""Sandbox Interactive GmbH""]","[""Sandbox Interactive GmbH""]","[""대규모 멀티플레이어"", ""RPG"", ""무료 플레이""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""크로스 플랫폼 멀티플레이어"", ""Steam 도전 과제"", ""앱 내 구매"", ""컨트롤러 일부 지원""]",,,True,0.0,"알비온 온라인은 높은 자유도를 가진 판타지 MMORPG 게임으로, 플레이어가 직접 경제, 직업, 전투방식을 만들어가고 스릴 넘치는 PvP 전투를 경험할 수 있습니다. 위험과 기회가 가득한 방대한 세계를 탐험해 보세요. 부를 쌓고, 연합군을 결성하며 알비온 세계에 당신의 역사를 기록해 보세요.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/761890/c6a91cee239d48792562a8c638103950c0ebd32a/header.jpg?t=1776091042,appdetails,2026-06-07T01:16:03+00:00
1676840,For The King II,2023년 11월 2일,"[""IronOak Games""]","[""Curve Games""]","[""어드벤처"", ""인디"", ""RPG"", ""전략""]","[""싱글 플레이어"", ""멀티플레이어"", ""협동"", ""온라인 협동"", ""스크린 공유 및 분할 협동"", ""공유 및 분할 화면"", ""크로스 플랫폼 멀티플레이어"", ""Steam 도전 과제"", ""컨트롤러 완벽 지원"", ""Steam 트레이딩 카드"", ""텍스트 크기 조정"", ""카메라 움직임 조정"", ""음량 개별 조절"", ""난이도 조정"", ""키보드 전용 옵션"", ""마우스 전용 옵션"", ""수시 저장"", ""Steam Cloud"", ""Remote Play Together"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 2950000, ""final_formatted"": ""₩ 29,500"", ""initial"": 2950000, ""initial_formatted"": """"}",76.0,False,0.0,초인기 턴제 로그라이트 TRPG! For The King 후속작에서 홀로 또는 4인 파티를 결성해 Fahrul의 폭군 여왕과 맞서 싸우십시오. 여러분은 과연 한때 존경받던 여왕의 끔찍한 비밀을 밝혀낼 수 있을까요?,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1676840/32f021b881d39dc87804c09da6293a295f549703/header_alt_assets_13_koreana.jpg?t=1779102679,appdetails,2026-06-07T01:16:03+00:00
2051620,Enlisted,2024년 7월 16일,"[""Darkflow Software""]","[""Gaijin Network Ltd""]","[""액션"", ""대규모 멀티플레이어"", ""무료 플레이""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""크로스 플랫폼 멀티플레이어"", ""Steam 도전 과제"", ""컨트롤러 완벽 지원"", ""앱 내 구매"", ""텍스트 크기 조정"", ""카메라 움직임 조정"", ""음량 개별 조절"", ""퀵타임 이벤트 없이 플레이 가능""]",,,True,0.0,"Enlisted 에서는 한 명의 병사가 아닌 한 분대를 지휘할 수 있습니다! 분대 기반 MMO 게임인 Enlisted 는 20세기에 벌어진 가장 치열했던 전투를 배경으로 하고 있으며 수 백명의 병사와 전차, 그리고 항공기가 펼치는 전투를 경험할 수 있습니다.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2051620/b02b4aab8cbd2ca3d0ac1628adbc8f71394f8b66/header.jpg?t=1779186978,appdetails,2026-06-07T01:16:03+00:00
668580,아토믹 하트,2023년 2월 20일,"[""Mundfish""]","[""Focus Entertainment"", ""4Divinity""]","[""액션"", ""어드벤처"", ""RPG""]","[""싱글 플레이어"", ""Steam 도전 과제"", ""컨트롤러 완벽 지원"", ""Steam 트레이딩 카드"", ""텍스트 크기 조정"", ""카메라 움직임 조정"", ""색상 대체"", ""음량 개별 조절"", ""난이도 조정"", ""퀵타임 이벤트 없이 플레이 가능"", ""스테레오 사운드"", ""서라운드 사운드"", ""Steam Cloud"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 75, ""final"": 1745000, ""final_formatted"": ""₩ 17,450"", ""initial"": 6980000, ""initial_formatted"": ""₩ 69,800""}",76.0,False,0.0,"아름답지만 광기에 사로잡힌 유토피아에서 폭발적인 전투에 참여하세요. 상대에 맞춰 전투 스타일을 조정하고, 주위 환경을 이용하고, 장비를 업그레이드하여 임무를 완수하세요. 진실에 도달하고 싶다면, 피의 대가를 치러야 합니다.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/668580/header.jpg?t=1776355944,appdetails,2026-06-07T01:16:03+00:00
8500,이브 온라인,2010년 12월 15일,"[""Fenris Creations""]","[""Fenris Creations""]","[""액션"", ""대규모 멀티플레이어"", ""RPG"", ""전략"", ""무료 플레이""]","[""멀티플레이어"", ""MMO"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 트레이딩 카드"", ""텍스트 크기 조정"", ""색상 대체"", ""음량 개별 조절"", ""스테레오 사운드"", ""서라운드 사운드""]",,88.0,True,0.0,"20년 이상의 역사를 지닌 우주 전쟁 게임! 살아 움직이는 SF 샌드박스 MMO의 광활한 우주에서 위대한 도전을 시작하세요. 전투, 거래, 건설 등 다양한 활동으로 플레이어가 직접 만들어가는 우주에 동참하세요.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8500/fed1ea9b01dd6564101518a5201740fb44929fb4/header.jpg?t=1780068051,appdetails,2026-06-07T01:16:03+00:00
2452280,Mecha BREAK,2025년 7월 1일,"[""Amazing Seasun Games""]","[""Amazing Seasun Games""]","[""액션"", ""대규모 멀티플레이어"", ""무료 플레이""]","[""멀티플레이어"", ""PvP"", ""온라인 PvP"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""컨트롤러 완벽 지원"", ""앱 내 구매"", ""통계""]",,,True,0.0,"&lt;Mecha BREAK&gt;는 근미래 공상과학을 배경으로 한 메카 전투 게임으로, 지상과 공중을 아우르는 멀티플레이 기반의 3인칭 슈팅 게임입니다. 전설적인 에이스 파일럿이 되어, 다양한 전투 스타일의 메카를 조종하고, 전장에서 적대적인 무장 세력을 처치해 보세요. 강력한 화력과 폭발적인 동력을 가진 메카들이 펼치는 빠르고 치열한 전투에서, 팀워크와 전략을 통해 위기를 극복하고, 자신만의 전설적인 이야기를 만들어 보세요!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2452280/592f77ee2e48b09ea460a8538098259fc3c579df/header.jpg?t=1779790307,appdetails,2026-06-07T01:16:03+00:00
1149460,ICARUS 외계 행성 서바이벌,2021년 12월 3일,"[""RocketWerkz""]","[""RocketWerkz""]","[""액션"", ""어드벤처"", ""시뮬레이션""]","[""싱글 플레이어"", ""멀티플레이어"", ""협동"", ""온라인 협동"", ""Steam 도전 과제"", ""Steam 트레이딩 카드"", ""Steam Cloud"", ""가족 공유""]","{""currency"": ""KRW"", ""discount_percent"": 0, ""final"": 3750000, ""final_formatted"": ""₩ 37,500"", ""initial"": 3750000, ""initial_formatted"": """"}",,False,0.0,"ICARUS는 최대 여덟 명의 플레이어가 참가할 수 있는 PvE 서바이벌 게임입니다. 테라포밍 실패에 따른 부작용 속에서 잔혹한 야생 환경을 탐험해 보세요. 오픈 월드에서 생존하고 한정 시간 미션을 완수하거나 나만의 전초 기지를 건설하세요. 대박을 터트리기 위해 엑조틱을 찾으면서 탐험, 건설, 제조, 사냥에 힘을 쏟으세요.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1149460/header.jpg?t=1772745915,appdetails,2026-06-07T01:16:03+00:00
